job_title,experience_level,employment_type,work_models,salary,company_size
Research Scientist,Entry-level,Full-time,Remote,200000,Medium
Research Scientist,Entry-level,Full-time,Remote,120000,Medium
Data Scientist,Executive-level,Full-time,Remote,126500,Medium
Data Scientist,Executive-level,Full-time,Remote,78000,Medium
Data Scientist,Senior-level,Full-time,On-site,157750,Medium
Data Scientist,Senior-level,Full-time,On-site,104650,Medium
Data Scientist,Senior-level,Full-time,Remote,133000,Medium
Research Scientist,Mid-level,Full-time,On-site,190000,Medium
Research Scientist,Mid-level,Full-time,On-site,158080,Medium
Data Analyst,Senior-level,Full-time,Remote,182000,Medium
Data Engineer,Senior-level,Full-time,On-site,252000,Medium
Data Engineer,Senior-level,Full-time,On-site,129000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,231000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,200800,Medium
Data Scientist,Senior-level,Full-time,Remote,159100,Medium
Data Scientist,Senior-level,Full-time,Remote,120160,Medium
Analytics Engineer,Senior-level,Full-time,Remote,140000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,110000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,149094,Medium
Head of Data,Executive-level,Full-time,Remote,290000,Large
Business Intelligence Engineer,Senior-level,Full-time,On-site,247500,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,172200,Medium
Data Analyst,Senior-level,Full-time,Remote,72250,Medium
Data Engineer,Executive-level,Full-time,On-site,162500,Medium
Research Analyst,Senior-level,Full-time,Remote,83000,Medium
Research Analyst,Senior-level,Full-time,Remote,63967,Medium
Research Analyst,Senior-level,Full-time,On-site,188600,Medium
Research Analyst,Senior-level,Full-time,On-site,111550,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,219300,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,143000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,133300,Medium
Data Engineer,Senior-level,Full-time,Remote,80000,Medium
Data Engineer,Mid-level,Full-time,On-site,198900,Medium
Data Engineer,Mid-level,Full-time,On-site,183310,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,392000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,224000,Medium
Data Engineer,Senior-level,Full-time,On-site,233000,Medium
Data Engineer,Senior-level,Full-time,On-site,199098,Medium
Data Engineer,Senior-level,Full-time,Remote,172000,Medium
Data Engineer,Senior-level,Full-time,Remote,107000,Medium
Data Engineer,Mid-level,Full-time,On-site,128000,Medium
Data Engineer,Mid-level,Full-time,On-site,81500,Medium
ML Engineer,Senior-level,Full-time,On-site,208450,Medium
ML Engineer,Senior-level,Full-time,On-site,151600,Medium
Research Engineer,Senior-level,Full-time,On-site,200800,Medium
Data Scientist,Mid-level,Full-time,On-site,120681,Medium
Data Scientist,Mid-level,Full-time,On-site,72409,Medium
Research Engineer,Senior-level,Full-time,Remote,250000,Medium
Research Engineer,Senior-level,Full-time,Remote,176000,Medium
Research Scientist,Senior-level,Full-time,On-site,250000,Medium
Research Scientist,Senior-level,Full-time,On-site,170000,Medium
Data Scientist,Senior-level,Full-time,On-site,178560,Medium
Data Scientist,Senior-level,Full-time,On-site,148800,Medium
Deep Learning Engineer,Senior-level,Full-time,On-site,331640,Medium
Deep Learning Engineer,Senior-level,Full-time,On-site,283780,Medium
Data Engineer,Executive-level,Full-time,On-site,167954,Medium
Data Engineer,Executive-level,Full-time,On-site,115830,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,125000,Medium
Data Visualization Specialist,Senior-level,Full-time,On-site,185000,Medium
Data Visualization Specialist,Senior-level,Full-time,On-site,50000,Medium
Data Engineer,Senior-level,Full-time,On-site,331640,Medium
Data Engineer,Senior-level,Full-time,On-site,283780,Medium
Research Engineer,Senior-level,Full-time,On-site,189110,Medium
Research Engineer,Senior-level,Full-time,On-site,139000,Medium
ML Engineer,Senior-level,Full-time,Remote,199000,Medium
ML Engineer,Senior-level,Full-time,Remote,145000,Medium
MLOps Engineer,Senior-level,Full-time,On-site,199000,Medium
MLOps Engineer,Senior-level,Full-time,On-site,142000,Medium
Data Analyst,Senior-level,Full-time,On-site,66000,Medium
Data Analyst,Senior-level,Full-time,On-site,52000,Medium
Data Scientist,Senior-level,Full-time,Remote,200000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,178560,Medium
Analytics Engineer,Senior-level,Full-time,On-site,148800,Medium
AI Architect,Senior-level,Full-time,Remote,200000,Large
Data Analyst,Senior-level,Full-time,On-site,166500,Medium
Data Analyst,Senior-level,Full-time,On-site,113220,Medium
ML Engineer,Senior-level,Full-time,On-site,365630,Medium
Data Engineer,Senior-level,Full-time,On-site,229000,Medium
Data Scientist,Senior-level,Full-time,On-site,185000,Large
Data Scientist,Senior-level,Full-time,On-site,86700,Large
Data Analyst,Senior-level,Full-time,Remote,192300,Medium
Data Analyst,Senior-level,Full-time,Remote,153800,Medium
Data Analyst,Mid-level,Full-time,On-site,131650,Medium
Data Analyst,Mid-level,Full-time,On-site,105320,Medium
Decision Scientist,Senior-level,Full-time,On-site,126400,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,235400,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,160080,Medium
Data Analyst,Senior-level,Full-time,On-site,146190,Medium
Research Scientist,Mid-level,Full-time,Remote,175000,Medium
Research Scientist,Senior-level,Full-time,On-site,151800,Medium
Data Architect,Mid-level,Full-time,On-site,150000,Medium
Data Architect,Mid-level,Full-time,On-site,100000,Medium
Data Scientist,Senior-level,Full-time,On-site,126500,Medium
Data Scientist,Senior-level,Full-time,On-site,78000,Medium
Data Analyst,Senior-level,Full-time,On-site,126500,Medium
Data Analyst,Senior-level,Full-time,On-site,78000,Medium
Data Scientist,Senior-level,Full-time,On-site,70000,Medium
Data Engineer,Senior-level,Full-time,Remote,96000,Medium
Data Engineer,Senior-level,Full-time,Remote,72000,Medium
Data Scientist,Senior-level,Full-time,Remote,205150,Medium
Data Scientist,Senior-level,Full-time,Remote,167850,Medium
Data Scientist,Senior-level,Full-time,On-site,222750,Medium
Data Scientist,Senior-level,Full-time,On-site,182250,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,148594,Medium
Data Scientist,Senior-level,Full-time,Remote,206000,Medium
Data Scientist,Senior-level,Full-time,Remote,140250,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,254500,Large
Data Analytics Manager,Senior-level,Full-time,Remote,130900,Large
Data Scientist,Senior-level,Full-time,Remote,198000,Medium
Data Scientist,Senior-level,Full-time,Remote,124000,Medium
BI Analyst,Senior-level,Full-time,Remote,234485,Medium
BI Analyst,Senior-level,Full-time,Remote,112655,Medium
Data Analyst,Entry-level,Full-time,On-site,125000,Medium
Data Scientist,Senior-level,Full-time,Remote,184184,Medium
Data Scientist,Senior-level,Full-time,Remote,167441,Medium
Data Engineer,Executive-level,Full-time,On-site,204500,Medium
Analytics Engineer,Entry-level,Full-time,On-site,90000,Medium
Analytics Engineer,Entry-level,Full-time,On-site,84000,Medium
Data Engineer,Senior-level,Full-time,Remote,202400,Medium
Data Engineer,Senior-level,Full-time,Remote,147200,Medium
Data Scientist,Senior-level,Full-time,Remote,139500,Medium
Data Scientist,Senior-level,Full-time,Remote,90000,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,192000,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,142000,Medium
Data Operations Manager,Senior-level,Full-time,Remote,143000,Medium
Data Operations Manager,Senior-level,Full-time,Remote,129000,Medium
Data Scientist,Senior-level,Full-time,Remote,191000,Medium
Data Specialist,Senior-level,Full-time,On-site,85000,Medium
Data Specialist,Senior-level,Full-time,On-site,70000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,144800,Medium
Data Analyst,Mid-level,Full-time,Remote,250000,Medium
Data Engineer,Senior-level,Full-time,On-site,172900,Medium
Data Engineer,Senior-level,Full-time,On-site,144100,Medium
BI Analyst,Senior-level,Full-time,On-site,160000,Medium
BI Analyst,Senior-level,Full-time,On-site,135000,Medium
Data Analyst,Senior-level,Full-time,Remote,101500,Medium
Data Analyst,Senior-level,Full-time,Remote,83700,Medium
Data Scientist,Senior-level,Full-time,On-site,283000,Medium
Data Scientist,Senior-level,Full-time,On-site,184000,Medium
Data Scientist,Executive-level,Full-time,On-site,220000,Medium
Data Scientist,Executive-level,Full-time,On-site,185000,Medium
Applied Scientist,Senior-level,Full-time,On-site,246500,Medium
Applied Scientist,Senior-level,Full-time,On-site,133500,Medium
Data Scientist,Senior-level,Full-time,Remote,174000,Medium
Data Scientist,Senior-level,Full-time,Remote,134000,Medium
Head of Data Science,Executive-level,Full-time,On-site,330000,Medium
Head of Data Science,Executive-level,Full-time,On-site,230000,Medium
Data Manager,Mid-level,Full-time,On-site,167000,Medium
Data Manager,Mid-level,Full-time,On-site,109000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,145000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,284000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,227000,Medium
Research Scientist,Senior-level,Full-time,On-site,205000,Medium
Research Scientist,Senior-level,Full-time,On-site,160000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,191400,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,127600,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,230000,Medium
Data Quality Analyst,Mid-level,Full-time,On-site,95000,Medium
Data Quality Analyst,Mid-level,Full-time,On-site,70000,Medium
Data Engineer,Mid-level,Full-time,On-site,258000,Medium
Data Engineer,Mid-level,Full-time,On-site,171000,Medium
Data Engineer,Senior-level,Full-time,On-site,151840,Medium
Data Engineer,Senior-level,Full-time,On-site,163152,Medium
Data Engineer,Senior-level,Full-time,On-site,108768,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,285000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,193900,Medium
Research Scientist,Senior-level,Full-time,On-site,345000,Medium
Research Scientist,Senior-level,Full-time,On-site,234700,Medium
AI Scientist,Senior-level,Full-time,Remote,100000,Small
Data Engineer,Senior-level,Full-time,On-site,241000,Medium
Software Data Engineer,Senior-level,Full-time,Remote,210000,Large
Analytics Engineer,Senior-level,Full-time,On-site,90000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,84000,Medium
Data Analyst,Senior-level,Full-time,Remote,160000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,221300,Medium
Analytics Engineer,Senior-level,Full-time,On-site,147500,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,210000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,160000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,192000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,151000,Medium
Data Scientist,Senior-level,Full-time,On-site,169000,Medium
Data Engineer,Senior-level,Full-time,On-site,204500,Medium
Data Engineer,Senior-level,Full-time,On-site,142200,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,210000,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,170000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,210000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,159090,Medium
Data Analyst,Senior-level,Full-time,Remote,94400,Medium
Data Architect,Mid-level,Full-time,Remote,90000,Medium
Data Engineer,Entry-level,Full-time,Remote,130002,Medium
Data Engineer,Entry-level,Full-time,Remote,71908,Medium
Data Analyst,Mid-level,Full-time,On-site,60000,Medium
Compliance Data Analyst,Entry-level,Full-time,Remote,60000,Large
Data Scientist,Senior-level,Full-time,On-site,255000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,116990,Medium
Analytics Engineer,Senior-level,Full-time,Remote,82920,Medium
Analytics Engineer,Senior-level,Full-time,Remote,159000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,105000,Medium
Research Scientist,Mid-level,Full-time,On-site,155000,Medium
Research Scientist,Mid-level,Full-time,On-site,102000,Medium
Research Scientist,Senior-level,Full-time,On-site,374000,Medium
Research Scientist,Senior-level,Full-time,On-site,197500,Medium
Data Scientist,Senior-level,Full-time,On-site,187000,Medium
Applied Scientist,Mid-level,Full-time,Remote,20000,Large
Data Scientist,Senior-level,Full-time,Remote,195000,Medium
Data Scientist,Senior-level,Full-time,Remote,119000,Medium
Data Science Engineer,Senior-level,Full-time,On-site,266450,Medium
Data Science Engineer,Senior-level,Full-time,On-site,177700,Medium
Data Operations Specialist,Senior-level,Full-time,Remote,55720,Medium
Data Operations Specialist,Senior-level,Full-time,Remote,50700,Medium
Data Architect,Mid-level,Full-time,On-site,135000,Medium
Data Architect,Mid-level,Full-time,On-site,115000,Medium
Machine Learning Software Engineer,Senior-level,Full-time,On-site,302000,Medium
Machine Learning Software Engineer,Senior-level,Full-time,On-site,189000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,220000,Medium
BI Analyst,Senior-level,Full-time,Remote,150000,Medium
BI Analyst,Senior-level,Full-time,Remote,93000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,216000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,184000,Medium
Data Science Consultant,Mid-level,Full-time,Remote,100000,Medium
Data Scientist,Mid-level,Full-time,On-site,128750,Medium
Data Scientist,Mid-level,Full-time,On-site,79350,Medium
Research Engineer,Mid-level,Full-time,On-site,155000,Medium
Research Engineer,Mid-level,Full-time,On-site,125000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,273400,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,182200,Medium
Data Engineer,Senior-level,Full-time,Remote,124230,Medium
Data Engineer,Senior-level,Full-time,Remote,68637,Medium
Data Engineer,Mid-level,Full-time,Remote,204000,Medium
Data Engineer,Mid-level,Full-time,Remote,161500,Medium
Decision Scientist,Senior-level,Full-time,On-site,185900,Medium
Decision Scientist,Senior-level,Full-time,On-site,129300,Medium
Data Scientist,Senior-level,Full-time,On-site,148750,Medium
Data Scientist,Senior-level,Full-time,Remote,95000,Medium
ML Engineer,Senior-level,Full-time,On-site,287700,Large
ML Engineer,Senior-level,Full-time,On-site,148000,Large
Data Scientist,Senior-level,Full-time,Remote,227240,Medium
Data Scientist,Senior-level,Full-time,Remote,197600,Medium
Data Scientist,Senior-level,Full-time,On-site,178500,Medium
Data Engineer,Senior-level,Full-time,On-site,285000,Medium
Computer Vision Engineer,Entry-level,Full-time,Remote,90000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,237400,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,158200,Medium
ML Engineer,Senior-level,Full-time,Remote,192000,Medium
ML Engineer,Senior-level,Full-time,Remote,164000,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,150000,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,141000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,267000,Medium
Research Scientist,Senior-level,Full-time,On-site,147100,Medium
Research Scientist,Senior-level,Full-time,On-site,90700,Medium
Data Analyst,Senior-level,Full-time,Remote,72000,Medium
Data Scientist,Senior-level,Full-time,On-site,240000,Small
Data Scientist,Senior-level,Full-time,On-site,142000,Small
Machine Learning Engineer,Mid-level,Contract,Remote,180000,Small
Machine Learning Engineer,Mid-level,Contract,Remote,105000,Small
Data Analyst,Entry-level,Full-time,Remote,60000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,268000,Medium
Analytics Engineer,Mid-level,Full-time,On-site,144628,Medium
Analytics Engineer,Mid-level,Full-time,On-site,115702,Medium
Data Analyst,Senior-level,Full-time,Remote,144000,Medium
Data Analyst,Senior-level,Full-time,Remote,132000,Medium
Data Analyst,Senior-level,Full-time,Remote,93500,Medium
Data Engineer,Senior-level,Full-time,Remote,208200,Medium
Data Engineer,Senior-level,Full-time,Remote,151200,Medium
Data Scientist,Senior-level,Full-time,On-site,270000,Medium
